,key_name,description,files,category
3132,hb13_17,Result of measurement - height/weight,['IAHR7EFL.DTA'],Target Feature
3133,hb13_18,Result of measurement - height/weight,['IAHR7EFL.DTA'],Target Feature
3134,hb13_19,Result of measurement - height/weight,['IAHR7EFL.DTA'],Target Feature
3135,hb13_20,Result of measurement - height/weight,['IAHR7EFL.DTA'],Target Feature
3176,hb2_01,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3177,hb2_02,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3178,hb2_03,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3179,hb2_04,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3180,hb2_05,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3181,hb2_06,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3182,hb2_07,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3183,hb2_08,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3184,hb2_09,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3185,hb2_10,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3186,hb2_11,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3187,hb2_12,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3188,hb2_13,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3189,hb2_14,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3190,hb2_15,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3191,hb2_16,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3192,hb2_17,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3193,hb2_18,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3194,hb2_19,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3195,hb2_20,Man's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3196,hb32_01,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3197,hb32_02,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3198,hb32_03,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3199,hb32_04,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3200,hb32_05,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3201,hb32_06,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3202,hb32_07,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3203,hb32_08,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3204,hb32_09,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3205,hb32_10,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3206,hb32_11,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3207,hb32_12,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3208,hb32_13,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3209,hb32_14,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3210,hb32_15,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3211,hb32_16,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3212,hb32_17,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3213,hb32_18,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3214,hb32_19,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3215,hb32_20,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3256,hb3_01,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3257,hb3_02,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3258,hb3_03,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3259,hb3_04,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3260,hb3_05,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3261,hb3_06,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3262,hb3_07,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3263,hb3_08,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3264,hb3_09,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3265,hb3_10,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3266,hb3_11,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3267,hb3_12,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3268,hb3_13,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3269,hb3_14,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3270,hb3_15,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3271,hb3_16,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3272,hb3_17,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3273,hb3_18,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3274,hb3_19,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3275,hb3_20,Man's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
3316,hb4_01,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3317,hb4_02,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3318,hb4_03,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3319,hb4_04,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3320,hb4_05,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3321,hb4_06,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3322,hb4_07,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3323,hb4_08,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3324,hb4_09,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3325,hb4_10,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3326,hb4_11,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3327,hb4_12,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3328,hb4_13,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3329,hb4_14,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3330,hb4_15,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3331,hb4_16,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3332,hb4_17,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3333,hb4_18,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3334,hb4_19,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3335,hb4_20,Height/Age percentile,['IAHR7EFL.DTA'],Target Feature
3456,hb57_01,Anemia level,['IAHR7EFL.DTA'],Target Feature
3457,hb57_02,Anemia level,['IAHR7EFL.DTA'],Target Feature
3458,hb57_03,Anemia level,['IAHR7EFL.DTA'],Target Feature
3459,hb57_04,Anemia level,['IAHR7EFL.DTA'],Target Feature
3460,hb57_05,Anemia level,['IAHR7EFL.DTA'],Target Feature
3461,hb57_06,Anemia level,['IAHR7EFL.DTA'],Target Feature
3462,hb57_07,Anemia level,['IAHR7EFL.DTA'],Target Feature
3463,hb57_08,Anemia level,['IAHR7EFL.DTA'],Target Feature
3464,hb57_09,Anemia level,['IAHR7EFL.DTA'],Target Feature
3465,hb57_10,Anemia level,['IAHR7EFL.DTA'],Target Feature
3466,hb57_11,Anemia level,['IAHR7EFL.DTA'],Target Feature
3467,hb57_12,Anemia level,['IAHR7EFL.DTA'],Target Feature
3468,hb57_13,Anemia level,['IAHR7EFL.DTA'],Target Feature
3469,hb57_14,Anemia level,['IAHR7EFL.DTA'],Target Feature
3470,hb57_15,Anemia level,['IAHR7EFL.DTA'],Target Feature
3471,hb57_16,Anemia level,['IAHR7EFL.DTA'],Target Feature
3472,hb57_17,Anemia level,['IAHR7EFL.DTA'],Target Feature
3473,hb57_18,Anemia level,['IAHR7EFL.DTA'],Target Feature
3474,hb57_19,Anemia level,['IAHR7EFL.DTA'],Target Feature
3475,hb57_20,Anemia level,['IAHR7EFL.DTA'],Target Feature
3476,hb58_01,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3477,hb58_02,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3478,hb58_03,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3479,hb58_04,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3480,hb58_05,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3481,hb58_06,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3482,hb58_07,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3483,hb58_08,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3484,hb58_09,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3485,hb58_10,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3486,hb58_11,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3487,hb58_12,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3488,hb58_13,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3489,hb58_14,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3490,hb58_15,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3491,hb58_16,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3492,hb58_17,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3493,hb58_18,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3494,hb58_19,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3495,hb58_20,NA - Agrees to referral - anemia,['IAHR7EFL.DTA'],Target Feature
3496,hb5_01,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3497,hb5_02,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3498,hb5_03,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3499,hb5_04,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3500,hb5_05,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3501,hb5_06,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3502,hb5_07,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3503,hb5_08,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3504,hb5_09,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3505,hb5_10,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3506,hb5_11,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3507,hb5_12,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3508,hb5_13,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3509,hb5_14,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3510,hb5_15,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3511,hb5_16,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3512,hb5_17,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3513,hb5_18,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3514,hb5_19,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3515,hb5_20,Height/Age standard deviation,['IAHR7EFL.DTA'],Target Feature
3696,hb69_01,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3697,hb69_02,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3698,hb69_03,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3699,hb69_04,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3700,hb69_05,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3701,hb69_06,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3702,hb69_07,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3703,hb69_08,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3704,hb69_09,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3705,hb69_10,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3706,hb69_11,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3707,hb69_12,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3708,hb69_13,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3709,hb69_14,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3710,hb69_15,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3711,hb69_16,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3712,hb69_17,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3713,hb69_18,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3714,hb69_19,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3715,hb69_20,NA - HIV weight (6 decimals),['IAHR7EFL.DTA'],Target Feature
3716,hb6_01,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3717,hb6_02,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3718,hb6_03,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3719,hb6_04,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3720,hb6_05,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3721,hb6_06,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3722,hb6_07,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3723,hb6_08,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3724,hb6_09,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3725,hb6_10,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3726,hb6_11,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3727,hb6_12,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3728,hb6_13,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3729,hb6_14,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3730,hb6_15,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3731,hb6_16,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3732,hb6_17,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3733,hb6_18,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3734,hb6_19,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3735,hb6_20,Height/Age percent ref. median,['IAHR7EFL.DTA'],Target Feature
3756,hc0_1,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
3757,hc0_2,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
3758,hc0_3,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
3759,hc0_4,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
3760,hc0_5,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
3761,hc0_6,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
3762,hc0_7,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
3763,hc0_8,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
3764,hc0_9,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
3765,hc10_1,Weight/Height percentile,['IAHR7EFL.DTA'],Target Feature
3766,hc10_2,Weight/Height percentile,['IAHR7EFL.DTA'],Target Feature
3767,hc10_3,Weight/Height percentile,['IAHR7EFL.DTA'],Target Feature
3768,hc10_4,Weight/Height percentile,['IAHR7EFL.DTA'],Target Feature
3769,hc10_5,Weight/Height percentile,['IAHR7EFL.DTA'],Target Feature
3770,hc10_6,Weight/Height percentile,['IAHR7EFL.DTA'],Target Feature
3771,hc10_7,Weight/Height percentile,['IAHR7EFL.DTA'],Target Feature
3772,hc10_8,Weight/Height percentile,['IAHR7EFL.DTA'],Target Feature
3773,hc10_9,Weight/Height percentile,['IAHR7EFL.DTA'],Target Feature
3774,hc11_1,Weight/Height standard deviation,['IAHR7EFL.DTA'],Target Feature
3775,hc11_2,Weight/Height standard deviation,['IAHR7EFL.DTA'],Target Feature
3776,hc11_3,Weight/Height standard deviation,['IAHR7EFL.DTA'],Target Feature
3777,hc11_4,Weight/Height standard deviation,['IAHR7EFL.DTA'],Target Feature
3778,hc11_5,Weight/Height standard deviation,['IAHR7EFL.DTA'],Target Feature
3779,hc11_6,Weight/Height standard deviation,['IAHR7EFL.DTA'],Target Feature
3780,hc11_7,Weight/Height standard deviation,['IAHR7EFL.DTA'],Target Feature
3781,hc11_8,Weight/Height standard deviation,['IAHR7EFL.DTA'],Target Feature
3782,hc11_9,Weight/Height standard deviation,['IAHR7EFL.DTA'],Target Feature
3783,hc12_1,Weight/Height percent of ref. median,['IAHR7EFL.DTA'],Target Feature
3784,hc12_2,Weight/Height percent of ref. median,['IAHR7EFL.DTA'],Target Feature
3785,hc12_3,Weight/Height percent of ref. median,['IAHR7EFL.DTA'],Target Feature
3786,hc12_4,Weight/Height percent of ref. median,['IAHR7EFL.DTA'],Target Feature
3787,hc12_5,Weight/Height percent of ref. median,['IAHR7EFL.DTA'],Target Feature
3788,hc12_6,Weight/Height percent of ref. median,['IAHR7EFL.DTA'],Target Feature
3789,hc12_7,Weight/Height percent of ref. median,['IAHR7EFL.DTA'],Target Feature
3790,hc12_8,Weight/Height percent of ref. median,['IAHR7EFL.DTA'],Target Feature
3791,hc12_9,Weight/Height percent of ref. median,['IAHR7EFL.DTA'],Target Feature
3792,hc13_1,Result of measurement - height/weight,['IAHR7EFL.DTA'],Target Feature
3793,hc13_2,Result of measurement - height/weight,['IAHR7EFL.DTA'],Target Feature
3794,hc13_3,Result of measurement - height/weight,['IAHR7EFL.DTA'],Target Feature
3795,hc13_4,Result of measurement - height/weight,['IAHR7EFL.DTA'],Target Feature
3796,hc13_5,Result of measurement - height/weight,['IAHR7EFL.DTA'],Target Feature
3797,hc13_6,Result of measurement - height/weight,['IAHR7EFL.DTA'],Target Feature
3798,hc13_7,Result of measurement - height/weight,['IAHR7EFL.DTA'],Target Feature
3799,hc13_8,Result of measurement - height/weight,['IAHR7EFL.DTA'],Target Feature
3800,hc13_9,Result of measurement - height/weight,['IAHR7EFL.DTA'],Target Feature
3801,hc15_1,Height: lying or standing,['IAHR7EFL.DTA'],Target Feature
3802,hc15_2,Height: lying or standing,['IAHR7EFL.DTA'],Target Feature
3803,hc15_3,Height: lying or standing,['IAHR7EFL.DTA'],Target Feature
3804,hc15_4,Height: lying or standing,['IAHR7EFL.DTA'],Target Feature
3805,hc15_5,Height: lying or standing,['IAHR7EFL.DTA'],Target Feature
3806,hc15_6,Height: lying or standing,['IAHR7EFL.DTA'],Target Feature
3807,hc15_7,Height: lying or standing,['IAHR7EFL.DTA'],Target Feature
3808,hc15_8,Height: lying or standing,['IAHR7EFL.DTA'],Target Feature
3809,hc15_9,Height: lying or standing,['IAHR7EFL.DTA'],Target Feature
3810,hc15a_1,Height: lying or standing - first measurement,['IAHR7EFL.DTA'],Target Feature
3811,hc15a_2,Height: lying or standing - first measurement,['IAHR7EFL.DTA'],Target Feature
3812,hc15a_3,Height: lying or standing - first measurement,['IAHR7EFL.DTA'],Target Feature
3813,hc15a_4,Height: lying or standing - first measurement,['IAHR7EFL.DTA'],Target Feature
3814,hc15a_5,Height: lying or standing - first measurement,['IAHR7EFL.DTA'],Target Feature
3815,hc15a_6,Height: lying or standing - first measurement,['IAHR7EFL.DTA'],Target Feature
3816,hc15a_7,Height: lying or standing - first measurement,['IAHR7EFL.DTA'],Target Feature
3817,hc15a_8,Height: lying or standing - first measurement,['IAHR7EFL.DTA'],Target Feature
3818,hc15a_9,Height: lying or standing - first measurement,['IAHR7EFL.DTA'],Target Feature
3819,hc15b_1,NA - Height: lying or standing - re-measurement,['IAHR7EFL.DTA'],Target Feature
3820,hc15b_2,NA - Height: lying or standing - re-measurement,['IAHR7EFL.DTA'],Target Feature
3821,hc15b_3,NA - Height: lying or standing - re-measurement,['IAHR7EFL.DTA'],Target Feature
3822,hc15b_4,NA - Height: lying or standing - re-measurement,['IAHR7EFL.DTA'],Target Feature
3823,hc15b_5,NA - Height: lying or standing - re-measurement,['IAHR7EFL.DTA'],Target Feature
3824,hc15b_6,NA - Height: lying or standing - re-measurement,['IAHR7EFL.DTA'],Target Feature
3825,hc15b_7,NA - Height: lying or standing - re-measurement,['IAHR7EFL.DTA'],Target Feature
3826,hc15b_8,NA - Height: lying or standing - re-measurement,['IAHR7EFL.DTA'],Target Feature
3827,hc15b_9,NA - Height: lying or standing - re-measurement,['IAHR7EFL.DTA'],Target Feature
3828,hc16_1,Day of birth,['IAHR7EFL.DTA'],Feature
3829,hc16_2,Day of birth,['IAHR7EFL.DTA'],Feature
3830,hc16_3,Day of birth,['IAHR7EFL.DTA'],Feature
3831,hc16_4,Day of birth,['IAHR7EFL.DTA'],Feature
3832,hc16_5,Day of birth,['IAHR7EFL.DTA'],Feature
3833,hc16_6,Day of birth,['IAHR7EFL.DTA'],Feature
3834,hc16_7,Day of birth,['IAHR7EFL.DTA'],Feature
3835,hc16_8,Day of birth,['IAHR7EFL.DTA'],Feature
3836,hc16_9,Day of birth,['IAHR7EFL.DTA'],Feature
3909,hc2_1,Child's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3910,hc2_2,Child's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3911,hc2_3,Child's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3912,hc2_4,Child's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3913,hc2_5,Child's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3914,hc2_6,Child's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3915,hc2_7,Child's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3916,hc2_8,Child's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3917,hc2_9,Child's weight in kilograms (1 decimal),['IAHR7EFL.DTA'],Target Feature
3918,hc2a_1,Child's weight in kilograms (1 decimal) - first measurement,['IAHR7EFL.DTA'],Target Feature
3919,hc2a_2,Child's weight in kilograms (1 decimal) - first measurement,['IAHR7EFL.DTA'],Target Feature
3920,hc2a_3,Child's weight in kilograms (1 decimal) - first measurement,['IAHR7EFL.DTA'],Target Feature
3921,hc2a_4,Child's weight in kilograms (1 decimal) - first measurement,['IAHR7EFL.DTA'],Target Feature
3922,hc2a_5,Child's weight in kilograms (1 decimal) - first measurement,['IAHR7EFL.DTA'],Target Feature
3923,hc2a_6,Child's weight in kilograms (1 decimal) - first measurement,['IAHR7EFL.DTA'],Target Feature
3924,hc2a_7,Child's weight in kilograms (1 decimal) - first measurement,['IAHR7EFL.DTA'],Target Feature
3925,hc2a_8,Child's weight in kilograms (1 decimal) - first measurement,['IAHR7EFL.DTA'],Target Feature
3926,hc2a_9,Child's weight in kilograms (1 decimal) - first measurement,['IAHR7EFL.DTA'],Target Feature
3927,hc2b_1,NA - Child's weight in kilograms (1 decimal) - re-measurement,['IAHR7EFL.DTA'],Target Feature
3928,hc2b_2,NA - Child's weight in kilograms (1 decimal) - re-measurement,['IAHR7EFL.DTA'],Target Feature
3929,hc2b_3,NA - Child's weight in kilograms (1 decimal) - re-measurement,['IAHR7EFL.DTA'],Target Feature
3930,hc2b_4,NA - Child's weight in kilograms (1 decimal) - re-measurement,['IAHR7EFL.DTA'],Target Feature
3931,hc2b_5,NA - Child's weight in kilograms (1 decimal) - re-measurement,['IAHR7EFL.DTA'],Target Feature
3932,hc2b_6,NA - Child's weight in kilograms (1 decimal) - re-measurement,['IAHR7EFL.DTA'],Target Feature
3933,hc2b_7,NA - Child's weight in kilograms (1 decimal) - re-measurement,['IAHR7EFL.DTA'],Target Feature
3934,hc2b_8,NA - Child's weight in kilograms (1 decimal) - re-measurement,['IAHR7EFL.DTA'],Target Feature
3935,hc2b_9,NA - Child's weight in kilograms (1 decimal) - re-measurement,['IAHR7EFL.DTA'],Target Feature
3936,hc30_1,Month of birth,['IAHR7EFL.DTA'],Feature
3937,hc30_2,Month of birth,['IAHR7EFL.DTA'],Feature
3938,hc30_3,Month of birth,['IAHR7EFL.DTA'],Feature
3939,hc30_4,Month of birth,['IAHR7EFL.DTA'],Feature
3940,hc30_5,Month of birth,['IAHR7EFL.DTA'],Feature
3941,hc30_6,Month of birth,['IAHR7EFL.DTA'],Feature
3942,hc30_7,Month of birth,['IAHR7EFL.DTA'],Feature
3943,hc30_8,Month of birth,['IAHR7EFL.DTA'],Feature
3944,hc30_9,Month of birth,['IAHR7EFL.DTA'],Feature
3945,hc31_1,Year of birth,['IAHR7EFL.DTA'],Feature
3946,hc31_2,Year of birth,['IAHR7EFL.DTA'],Feature
3947,hc31_3,Year of birth,['IAHR7EFL.DTA'],Feature
3948,hc31_4,Year of birth,['IAHR7EFL.DTA'],Feature
3949,hc31_5,Year of birth,['IAHR7EFL.DTA'],Feature
3950,hc31_6,Year of birth,['IAHR7EFL.DTA'],Feature
3951,hc31_7,Year of birth,['IAHR7EFL.DTA'],Feature
3952,hc31_8,Year of birth,['IAHR7EFL.DTA'],Feature
3953,hc31_9,Year of birth,['IAHR7EFL.DTA'],Feature
3954,hc32_1,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3955,hc32_2,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3956,hc32_3,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3957,hc32_4,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3958,hc32_5,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3959,hc32_6,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3960,hc32_7,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3961,hc32_8,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3962,hc32_9,Date of birth (CMC),['IAHR7EFL.DTA'],Feature
3963,hc32a_1,Century Day Code (CDC) of birth,['IAHR7EFL.DTA'],Feature
3964,hc32a_2,Century Day Code (CDC) of birth,['IAHR7EFL.DTA'],Feature
3965,hc32a_3,Century Day Code (CDC) of birth,['IAHR7EFL.DTA'],Feature
3966,hc32a_4,Century Day Code (CDC) of birth,['IAHR7EFL.DTA'],Feature
3967,hc32a_5,Century Day Code (CDC) of birth,['IAHR7EFL.DTA'],Feature
3968,hc32a_6,Century Day Code (CDC) of birth,['IAHR7EFL.DTA'],Feature
3969,hc32a_7,Century Day Code (CDC) of birth,['IAHR7EFL.DTA'],Feature
3970,hc32a_8,Century Day Code (CDC) of birth,['IAHR7EFL.DTA'],Feature
3971,hc32a_9,Century Day Code (CDC) of birth,['IAHR7EFL.DTA'],Feature
3990,hc3_1,Child's height in centimeters (1 decimal),['IAHR7EFL.DTA'],Target Feature
